,name,capacity_mw,latitude,longitude,primary_fuel,commissioning_year,owner,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,County,State
8010,Mount Saint Mary's,13.7,39.675,-77.345,Solar,2012,Constellation Solar Horizons LLC,23.619,23.18,23.185,21.845,20.912,Frederick,Maryland
8011,Mount Sinai Beth Israel,2.3,40.7327,-73.9816,Oil,1988,Mount Sinai Beth Israel,NA,NA,NA,NA,NA,,New York
8012,Mount Sinai Hospital,18.7,40.79,-73.9537,Oil,1996.122995,Mount Sinai Hospital,NA,NA,NA,0,0,New York,New York
8013,Mount Vernon Solar,1,33.8388,-83.638,Solar,2015,Walton Electric Member Corp,NA,NA,NA,2.071,1.913,Walton,Georgia
8014,Mountain,54,40.1229,-77.1723,Oil,1972,NRG REMA LLC,2.944,3.045,3.724,2.675,7.426,Cumberland,Pennsylvania
8015,Mountain Creek,852.2,32.7231,-96.9358,Gas,1963.812133,Exelon Power,285.131,206.023,406.251,506.39,182.896,Dallas,Texas
8016,Mountain Home,21,43.0272,-115.4656,Wind,2008,Hot Springs Windfarm  LLC,38.839,41.453,32.111,40.876,40.876,Elmore,Idaho
8017,Mountain Home Energy Center,6.8,36.3096,-82.3775,Oil,2002,Energy Systems Group LLC,NA,7.34314,0.02254,2.223,14.101,Washington,Tennessee
8018,Mountain Island,60,35.3339,-80.9867,Hydro,1924,Duke Energy Carolinas  LLC,173.669,108.212,110.891,101.821,90.428,Gaston,North Carolina
8019,Mountain Lake,9.2,43.9405,-94.9434,Oil,1981.880435,City of Mountain Lake - (MN),3.938,3.924,3.667,3.505,3.278,Cottonwood,Minnesota
8020,Mountain View,14.4,39.8014,-77.7883,Waste,2003,Industrial Power Generating Company LLC,10.456,14.096,10.993,22.73,23.758,Franklin,Pennsylvania
8021,Mountain View I&2,66.6,33.9211,-116.5642,Wind,2001,AES Wind Generation Inc,213.164,201.736,194.716,183.827,156.253,Riverside,California
8022,Mountain View III,22.4,33.9141,-116.5914,Wind,2004,Avangrid Renewables LLC,72.991,70.313,71.124,73.553,63.387,Riverside,California
8023,Mountain View IV,49,33.8816,-116.5527,Wind,2012,AES Wind Generation Inc,165.45,154.429,155.357,165.961,128.856,Riverside,California
8024,Mountain View Solar,20,36.3906,-114.9644,Solar,2014,NextEra Energy Mountain View Solar,NA,53.248,53.326,53.118,53.496,Clark,Nevada
8025,Mountain Village,2.3,62.0856,-163.7291,Oil,2007.913043,Alaska Village Elec Coop  Inc,2.904,2.803,2.825,2.729,2.688,Bethel Census Area,Alaska
8026,Mountain Wind Power II LLC,80,41.2639,-110.5444,Wind,2008,NRG Energy Gas & Wind Holdings Inc,227.852,255.792,183.055,211.254,216.909,Uinta,Wyoming
8027,Mountain Wind Power LLC,61,41.2881,-110.4807,Wind,2008,NRG Energy Gas & Wind Holdings Inc,166.925,191.636,140.488,161.155,164.766,Uinta,Wyoming
8028,Mountaineer,1300,38.9794,-81.9344,Coal,1980,Appalachian Power Co,5471.425001,8241.231026,7463.218952,7809.399018,7147.242007,Mason,West Virginia
8029,Mountaineer Wind Energy Center,66,39.1828,-79.5372,Wind,2003,Backbone Mountain Windpower  LLC,166.78,145.439,89.049,111.319,156.421,Tucker,West Virginia
8030,Mountainview Generating Station,1036.8,34.0818,-117.2418,Gas,2006,Southern California Edison Co,5518.342,6172.6631,5750.4093,4890.772,4040.5069,San Bernardino,California
8031,Mower County Wind Energy Center,98.9,43.6141,-92.5988,Wind,2007,FPL Energy Mower County LLC,308.821,320.129,314.983,301.552,284.258,Mower,Minnesota
8032,Moyie Springs,3.9,48.7339,-116.1752,Hydro,1957.641026,City of Bonners Ferry,28.489,27.324,28.22787,30.2841,18.44172,Boundary,Idaho
8033,Mt Ida Hydroelectric,3,42.7213,-73.6806,Hydro,1992,Ampersand Mount Ida Hydro LLC,NA,9,7.407,7.243,8.743,Rensselaer,New York
8034,Mt Olive Farm 2,5,35.2181,-78.0697,Solar,2013,Mt Olive Farm 2 LLC,6.044,9.009,8.912,9.111,9.302,Wayne,North Carolina
8035,Mt Olive Solar 1,5,35.1811,-78.0969,Solar,2015,Mt. Olive Solar 1,NA,NA,5.038,9.401,8.738,Wayne,North Carolina
8036,Mt Pleasant,24,40.9718,-91.5512,Oil,2002,City of Mt Pleasant - (IA),0.207,0.608,0.136,0.495,0.294,Henry,Iowa
8037,Mt Poso Cogeneration,62,35.5763,-119.0062,Waste,1989,Mt Poso Cogeneration Co,0,0,0,0,235.234001,Kern,California
8038,Mt Storm,1680.9,39.2008,-79.2636,Coal,1968.156166,Virginia Electric & Power Co,9113.107956,9850.339974,9846.227959,9026.392975,6997.538042,Garrett,Maryland
8039,Mt Wachusett Community College,3.4,42.5886,-71.9842,Wind,2011,Mt Wachusett Community College,5.466,5.359,5.471,5.033,5.61385,Worcester,Massachusetts
8040,Mt. Home Solar 1  LLC,20,43.129,-115.752,Solar,2017,Mt. Home Solar 1  LLC,NA,NA,NA,NA,38.043,Elmore,Idaho
8041,Mt. Hope DPC Solar,1,42.975,-90.8318,Solar,2017,SoCore Energy LLC,NA,NA,NA,0,1.864,Grant,Wisconsin
8042,Mt. Tom Solar Project,4.5,42.2686,-72.603,Solar,2017,Mt. Tom Solar  LLC,NA,NA,NA,0,5.91,Hampshire,Massachusetts
8043,Muck Valley Hydroelectric,29.9,40.9764,-121.2558,Hydro,1989,Brookfield Energy Marketing LP,39.313,10.294,17.189,88.172,93.227,Shasta,California
8044,Muddy Run,1072,39.8076,-76.2993,Hydro,1967.25,Exelon Power,-399.794,-403.841,-319.003,-360.845,-413.465,York,Pennsylvania
8045,Mulberry Cogeneration Facility,125.3,27.8489,-81.8775,Gas,1994,Northern Star Generation Services Co LLC,0,0,0,0,386.401,Polk,Florida
8046,Mulberry Farm LLC,15.8,35.1319,-88.5867,Solar,2015,Dominion Renewable Energy,NA,1.108,27.362,27.333,25.603,McNairy,Tennessee
8047,Multitrade Rabun Gap  LLC,20,34.9536,-83.3786,Waste,2010,Multitrade Rabun Gap LLC,121.923,102.432,102.492,96.841,116.861,Rabun,Georgia
8048,Multitrade of Pittsylvania LP,90,37.1041,-79.277,Waste,1994,Virginia Electric & Power Co,369.339,322.259,267.414,146.658,109.46,Campbell,Virginia
8049,Mulvane 2,9.2,37.4908,-97.2216,Oil,2003,City of Mulvane - (KS),0.002,0.00196,0.01274,0.027,0.002,Sumner,Kansas
8050,Munich Re Plaza,2.4,40.3503,-74.5927,Solar,2012,Munich Reinsurance America  Inc,NA,2.79,2.668,2.744,2.619,Middlesex,New Jersey
8051,Municipal Cogen Plant,1.2,33.8247,-116.5106,Gas,2015,Palm Springs City of,0.079,0,0,4.496,2.142,Riverside,California
8052,Municipal Light,7.2,36.3858,-90.1867,Oil,1964.111111,City of Piggott - (AR),0.01,0,0,0,0,Clay,Arkansas
8053,Municipal Power Plant,2,42.8129,-86.0335,Gas,2002,City of Zeeland - (MI),0.058,0.038,0.036,0.194,0.112,Ottawa,Michigan
8054,Munnsville Wind Farm LLC,34.5,42.9086,-75.5697,Wind,2007,E ON Climate Renewables N America LLC,89.405,96.45,91.293,93.773,96.783,Madison,New York
8055,Munro Valley Solar,4,36.2647,-117.9955,Solar,2016,Ecos Energy LLC,NA,NA,NA,0.405,8.651,Inyo,California
8056,Munster Landfill Gas-to-Energy,1.1,41.5244,-87.5091,Waste,2012,Town of Munster,NA,0,5.407,4.608,3.499,Cook,Illinois
8057,Murdock Solar,4,35.6633,-78.5206,Solar,2016,Cypress Creek Renewables,NA,NA,NA,7.597,7.582,Johnston,North Carolina
8058,Murphy Farm Power  LLC,1,34.9992,-84.1573,Solar,2011,Murphy Farm Power  LLC,1.27,1.386,1.27,1.358,1.25,Cherokee,North Carolina
8059,Murphy Flat Solar,20,43.213,-116.439,Solar,2017,Murphy Flat Power  LLC,NA,NA,NA,NA,27.1,Owyhee,Idaho
8060,Murphy-Brown LLC,2.4,34.9944,-78.1583,Oil,1995,Murphy - Brown LLC,0.002,0.005,-0.013,0.122,0.008,Duplin,North Carolina
8061,Murphys,3.6,38.1471,-120.4464,Hydro,1954,Utica Water & Power Authority,12.227,11.545,6.187,13.756,18.573,Calaveras,California
8062,Murray,45.4,34.7956,-92.3569,Hydro,1988,City of North Little Rock - (AR),134.29944,135.365,108.838,147.872,108.491,Pulaski,Arkansas
8063,Murray Gill,228,37.5967,-97.4136,Gas,1957.5,Kansas Gas & Electric Co,118.164,89.345,35.273,75.912,56.786,Sedgwick,Kansas
8064,Murray Hill Solar,1,40.6844,-74.4044,Solar,2011,Consolidated Edison Development Inc.,1.69686,1.669,1.739,1.787,1.613,Union,New Jersey
8065,Murray Turbine,42,40.67,-111.89,Gas,2001.333333,City of Murray - (UT),9.463,4.97,6.883,3.423,1.425,Salt Lake,Utah
8066,Muscatine Plant #1,293.5,41.3917,-91.0569,Coal,1978.335605,Board of Water Electric & Communications,1067.634993,958.600004,871.537005,874.754998,797.476999,Muscatine,Iowa
8067,Museum of Science and Industry,1.7,41.7906,-87.5828,Gas,2003,Museum of Science and Industry,NA,0,0,0,0,Cook,Illinois
8068,Musgrave East Solar Farm,2,42.7315,-76.6637,Solar,2017,Artemis Solar LLC,NA,NA,NA,0.003,2.721,Cayuga,New York
8069,Musgrave West Solar Farm,2,42.7315,-76.6637,Solar,2017,Artemis Solar LLC,NA,NA,NA,0,2.77,Cayuga,New York
8070,Muskogee,1716,35.7614,-95.2873,Coal,1980,Oklahoma Gas & Electric Co,6890.97699,8085.106953,4626.24001,6273.998965,6517.451011,Muskogee,Oklahoma
8071,Muskogee Mill,114,35.7322,-95.2939,Coal,1980.561404,Georgia-Pacific Consumer Operations LLC,393.926998,397.329996,404.315003,402.821005,392.157003,Muskogee,Oklahoma
8072,Musselshell Wind Project,10,46.2753,-109.4828,Wind,2013,Musselshell Wind Project LLC,24.17,26.447,24.054,24.727,25.3,Golden Valley,Montana
8073,Musselshell Wind Project Two LLC,10,46.2753,-109.4828,Wind,2013,Musselshell Wind Project Two LLC,21.934,31.14,28.256,29.16,29.763,Golden Valley,Montana
8074,Mustang,546.5,35.4699,-97.675,Gas,2010.451052,Oklahoma Gas & Electric Co,0,0,0,369.966,166.63,Oklahoma,Oklahoma
8075,Mustang Hills LLC,150,35.0309,-118.2932,Wind,2012,Everpower Wind Holdings Inc,302.869,304.728,252.832,314.587,289.326,Kern,California
8076,Mustang Station,521,32.9728,-102.7417,Gas,1999.331286,Golden Spread Electric Cooperative  Inc,1906.186,2213.704,421.226,1964.749,1793.555,Yoakum,Texas
8077,Mustang Station Unit 4,510,32.9746,-102.7436,Gas,2008.666667,Golden Spread Electric Cooperative  Inc,138.613,124.863,356.24,323.081,408.929,Yoakum,Texas
8078,Myrtle Beach,111.5,33.7083,-78.9241,Oil,1969.849327,South Carolina Public Service Authority,-0.851,0.963,0.123,-0.929,0.546,Horry,South Carolina
8079,Mystic,12,45.2257,-109.7625,Hydro,1925,NorthWestern Energy,54.124,57.106,57.481,51.416,61.891,Stillwater,Montana
8080,Mystic Generating Station,2375.6,42.3908,-71.0675,Gas,1995.524499,Constellation Mystic Power LLC,7054.072,1840.071,2945.086998,6952.651004,7143.491004,Middlesex,Massachusetts
8081,NA 1(Hagerstown),2,39.6189,-77.7121,Storage,2017,Customized Energy Solutions,NA,NA,NA,NA,-0.083,Washington,Maryland
8082,NAEA Lakewood LLC,236.8,40.0613,-74.1686,Gas,1994,Nautilus Power LLC,438.945003,725.865998,1107.987997,1180.849996,934.832993,Ocean,New Jersey
8083,NAEA Ocean Peaking Power LLC,383,40.0633,-74.1672,Gas,2003,Nautilus Power LLC,261.397,319.3017,332.45,355.19192,349.313,Ocean,New Jersey
8084,NAFTA Region Olefins Complex Cogen Fac,83.2,29.9543,-93.8836,Gas,2001,BASF Corp,518.16814,542.39472,571.21652,527.46148,570.16008,Jefferson,Texas
8085,NBC Field's Point Wind Farm,4.5,41.7941,-71.3892,Wind,2012,Narragansett Bay Commission,NA,7.532,6.999,6.771,7.154,Providence,Rhode Island
8086,NCAH Central Utility Plant,15.9,42.0461,-93.5794,Oil,2004.742138,National Centers for Animal Health,0,0,0,0,18.71016,Story,Iowa
8087,NCSU Cates Cogeneration Plant,11.2,35.784,-78.6747,Gas,2012,NC State University  Energy Systems,NA,NA,NA,NA,79.82,Wake,North Carolina
8088,NECCO Co-Generation,5.8,42.4137,-71.0022,Gas,2004,New England Confectionery Co Inc,0,0,0,0,12.981,Suffolk,Massachusetts
8089,NEDC Solar Site,1,42.1052,-71.703,Solar,2010,Massachusetts Electric Co,0.99,1.037,1.03059,1.103,0.983,Worcester,Massachusetts
8090,NEO Freehold Gen LLC,2.2,40.2448,-74.2547,Gas,1997,NEO Freehold Gen LLC,8.54854,7.04816,9.075,11.578,1.771,Monmouth,New Jersey
8091,NES Rutgers Solar,1,40.0709,-74.1612,Solar,2012,NES Rutgers LLC,NA,NA,NA,1.256,1.201,Ocean,New Jersey
8092,NFM Solar Power LLC,1.9,42.6108,-72.4742,Solar,2012,FirstLight Power Resources  Inc. - MA,1.892,1.648,1.994,2.06,1.996,Franklin,Massachusetts
8093,NGP Blue Mountain I LLC,63.9,40.9961,-118.1414,Geothermal,2009,NGP Blue Mountain I LLC,234.951,239.601,243.656,236.398,229.622,Humboldt,Nevada
8094,NHA at Mansfield NJ,5,40.76,-74.935,Solar,2016,Constellation Solar New Jersey  LLC,NA,NA,NA,3.203,7.504,Warren,New Jersey
8095,NIH Cogeneration Facility,22,39,-77.0939,Gas,2004,Power Choice/Pepco Energy Serv,175.773,148.774,144.546,135.729,175.573,Montgomery,Maryland
8096,NJ Oak Solar Plant,10,39.3806,-75.1883,Solar,2012,NJ Oak Solar LLC,17.254,16.697,15.921,15.995,15.166,Cumberland,New Jersey
8097,NJMC Landfill,2.5,40.7508,-74.11,Solar,2012,Public Service Elec & Gas Co,3.894,3.83,3.947,4.018,3.745,Hudson,New Jersey
8098,NLMU Wind,1.5,40.955,-91.3944,Wind,2011,New London Municipal Utilities,5.256,5.582,5.236,5.099,5.446,Henry,Iowa
8099,NRG Chalk Point CT,94,38.5444,-76.6861,Gas,1990,NRG Chalk Point CT,NA,NA,NA,NA,NA,Saint Mary's,Maryland
8100,NRG DG Crystal Spring,4.2,41.6798,-70.4953,Solar,2017,NRG DG Crystal Spring LLC,NA,NA,NA,NA,2.696,Barnstable,Massachusetts
8101,NRG DG Dighton LLC,3.1,41.8015,-71.1448,Solar,2017,NRG DG Dighton LLC,NA,NA,NA,NA,2.152,Bristol,Massachusetts
8102,NRG DG Foxborough Elm CSG,2,42.0561,-71.1413,Solar,2017,NRG DG Foxborough Elm LLC,NA,NA,NA,NA,0.532,Bristol,Massachusetts
8103,NRG DG Haverhill,4.2,42.817,-71.1168,Solar,2017,NRG DG Haverhill LLC,NA,NA,NA,NA,1.888,Rockingham,New Hampshire
8104,NRG DG Tufts Knoll LLC,2,42.2433,-71.6723,Solar,2017,NRG DG Tufts Knoll LLC,NA,NA,NA,NA,1.107,Worcester,Massachusetts
8105,NRG DG Tufts Science LLC,1,42.2376,-71.6861,Solar,2017,NRG DG Tufts Science LLC,NA,NA,NA,NA,0.615,Worcester,Massachusetts
8106,NRG DG Webster LLC,1.3,42.4139,-71.5136,Solar,2018,NRG DG Webster LLC,NA,NA,NA,NA,1.964,Middlesex,Massachusetts
8107,NRG Elbow Creek Energy Storage Project,2,32.1676,-101.4792,Storage,2017,NRG Texas Power LLC,NA,NA,NA,NA,0,Howard,Texas
8108,NRG Energy Center Dover,118,39.1495,-75.5473,Gas,1998.559322,NRG Energy Center Dover LLC,109.053,199.426,259.727,235.334,72.22668,Kent,Delaware
8109,NRG Energy San Diego,1.6,32.7149,-117.1689,Gas,1986,NRG Energy Center San Diego LLC,1.695,1.056,1.95,1.294,1.764,San Diego,California
8110,NRG Renew Canal 1 CSG LLC,1.2,41.767,-70.5212,Solar,2017,NRG Renew Canal 1 LLC,NA,NA,NA,0,0.917,Barnstable,Massachusetts
8111,NRG Rockford I,316,42.2386,-89.1012,Gas,2000,Rockford Generation LLC,33.038,35.479,135.459,164.918,74.201,Winnebago,Illinois
8112,NRG Rockford II Energy Center,168,42.2383,-89.1011,Gas,2002,Rockford Generation LLC,22.395,48.84,114.422,118.207,81.813,Winnebago,Illinois
8113,NRG Solar Blythe LLC,21,33.5917,-114.7444,Solar,2010,NRG Solar Blythe,47.624,46.74,45.908,45.47,44.008,Riverside,California
8114,NRG Solar Borrego I,26,33.2989,-116.3508,Solar,2013,NRG Solar Borrego I,66.993,73.138,71.444,71.082,69.024,San Diego,California
8115,NRG Solar Las Vegas MB 2  LLC,1.9,36.0874,-115.1754,Solar,2016,NRG Solar Las Vegas MB 2,NA,NA,NA,1.477,3.015,Clark,Nevada
8116,NRG Solar Las Vegas MB-1,5,36.0886,-115.1778,Solar,2015,NRG Solar Las Vegas MB-1,NA,NA,9.625,9.281,9.797,Clark,Nevada
8117,NRG Solar Mule  LLC,1.5,44.5577,-69.6714,Solar,2017,NRG Solar Mule  LLC,NA,NA,NA,NA,0.455,Kennebec,Maine
8118,NRG Solar Oasis LLC,20,34.6489,-118.0767,Solar,2016,NRG Solar Oasis  LLC,NA,NA,NA,59.114,57.911,Los Angeles,California
8119,NRG Sterlington Power,208.5,32.6889,-92.0811,Gas,2000.482014,NRG Sterlington Power LLC,0.183,4.363,3.526,1.849,1.768,Ouachita Parish,Louisiana
8120,NSB Anaktuvuk Pass,2.7,68.138,-151.741,Oil,2000.666667,North Slope Borough Power & Light,4,3.964,3.811,3.855,3.907,North Slope Borough,Alaska
8121,NSB Atqasuk Utility,3.2,70.4826,-157.4252,Oil,1997.6875,North Slope Borough Power & Light,3.379,3.373,3.271,2.859,2.838,North Slope Borough,Alaska
8122,NSB Kaktovik Utility,2.6,70.1256,-143.619,Oil,2000,North Slope Borough Power & Light,4.569,4.492,4.495,4.58,4.485,North Slope Borough,Alaska
8123,NSB Nuiqsut Utility,4.4,70.2206,-150.9935,Oil,2004.181818,North Slope Borough Power & Light,5.924,6.598,6.643,6.349,6.787,North Slope Borough,Alaska
8124,NSB Point Hope Utility,3.1,68.3484,-166.7372,Oil,2004.903226,North Slope Borough Power & Light,6.346,5.759,4.332,6.549,6.54,Nome Census Area,Alaska
8125,NSB Point Lay Utility,2.4,69.7408,-163.0058,Oil,2013,North Slope Borough Power & Light,3.517,3.542,3.528,3.609,3.592,Northwest Arctic Borough,Alaska
8126,NSB Wainwright Utility,3,70.6429,-160.0205,Oil,1995.933333,North Slope Borough Power & Light,6.342,6.357,6.812,6.796,6.891,North Slope Borough,Alaska
8127,NTC/MCRD Energy Facility,25.6,32.7353,-117.2083,Gas,1989,Applied Energy Inc,190.777,181.729,172.858,166.748,182.058,San Diego,California
8128,NWP Indian Mesa Wind Farm,82.5,30.9315,-102.2014,Wind,2001,NWP Indian Mesa Wind Farm LP,219.693,223.914,168.091,152.68,175.949,Upton,Texas
8129,NY - Presbyt. Hospital - 525 E 68TH St,18.4,40.7644,-73.9539,Oil,2008.163043,NY - PRESBYTERIAN HOSPITAL-525 E 68TH ST,NA,NA,NA,0,46.773,Queens,New York
8130,NY Times Daily Production Facility,12,40.7754,-73.8309,Oil,2006,The NY Times Production Facility,NA,NA,NA,0,0.079,Bronx,New York
8131,NYC-HH - CONEY ISLAND HOSPITAL,2.8,40.5855,-73.9656,Oil,2000.821429,NYC-HH Coney Island Hospital,NA,NA,NA,0,0,Kings,New York
8132,NYU LANGONE HEALTH,18,40.7468,-73.9722,Oil,2012.155556,NYU LANGONE HEALTH,NA,NA,NA,NA,57.972,Queens,New York
8133,NYU Luthern Medical Center,4.6,40.6467,-74.0211,Oil,2001.826087,NYU Langone Health,11.4,11.382,7.633,0,0,Kings,New York
8134,Nacimiento Hydro Project,4.4,35.7986,-120.8833,Hydro,1987,Monterey Cnty Water Res Agency,3.023,0.974,0.613,1.062,17.552,San Luis Obispo,California
8135,Nacogdoches Power,114,31.8321,-94.9006,Waste,2012,Southern Power Co,75.387,0,0,0,82.901,Cherokee,Texas
8136,Nacoochee,4.8,34.7553,-83.5011,Hydro,1926.5,Georgia Power Co,18.224,10.614,10.806,10.651,11.212,Habersham,Georgia
8137,Naknek,9.9,58.7304,-157.0072,Oil,1994.757576,Naknek Electric Assn  Inc,18.604,20.718,21.085,22.066,21.945,Dillingham Census Area,Alaska
8138,Nalco,4.7,41.8009,-88.1972,Gas,1985,Nalco Co,150.7671,13.30743,13.70998,14.08634,14.72072,DuPage,Illinois
8139,Nantahala,43.2,35.2715,-83.6762,Hydro,1942,Duke Energy Carolinas  LLC,287.581,191.771,219.296,150.384,186.479,Graham,North Carolina
8140,Nanticoke LFG,4,42.2437,-75.9825,Waste,2006,Broome Energy Resources  LLC,NA,29.866,31.219,30.206,25.543,Broome,New York
8141,Nantucket,7.4,41.2583,-70.0517,Oil,1988,Nantucket Electric Co,0.18,0.168,0.167,0.291,0.177,Nantucket,Massachusetts
8142,Napoleon,5.4,41.4106,-84.0967,Oil,1991,American Mun Power-Ohio  Inc,0.139,0.032,0.016,0.004,0.002,Henry,Ohio
8143,Napoleon Biogas,2.8,41.3556,-84.1025,Biomass,2014,CH4 Biogas LLC,0,5.01956,5.69478,0,0,Henry,Ohio
8144,Napoleon Peaking,5.4,41.4079,-84.1095,Oil,1999,American Mun Power-Ohio  Inc,0.156,0.015,0.231,0.316,0.154,Henry,Ohio
8145,Napoleon Peaking Station,49.5,41.4079,-84.1095,Gas,2000,American Mun Power-Ohio  Inc,2.065,0.892,1.514,3.077,2.145,Henry,Ohio
8146,Napoleon Solar I,8,41.3884,-84.0958,Solar,2012,Enfinity BNB Napoleon Solar LLC,14.343,14.283,13.335,13.655,12.7,Henry,Ohio
8147,Narrows (AR),25.5,34.1484,-93.7152,Hydro,1956.333333,USCE -Vickburg District,27.091,38.533,57.711,46.537,30.972,Pike,Arkansas
8148,Narrows (NC),108.8,35.4189,-80.0917,Hydro,1919.235294,Cube Hydro Carolinas Yadkin,562.776,420.555,361.666,398.266,335.457,Stanly,North Carolina
8149,Narrows 2,46.7,39.239,-121.2704,Hydro,1970,Yuba County Water Agency,97.816,94.716,47.29,28.713,321.653,Nevada,California
8150,Narrows Gas Turbines Generating,352,40.6486,-74.0208,Gas,1972,U S Power Generating Company LLC,123.883997,25.19,61.52,79.461,24.054,Kings,New York
8151,Narrows PH,10.2,39.2364,-121.2717,Hydro,1943,Pacific Gas & Electric Co.,58.746,25.183,36.316,41.923,61.468,Nevada,California
8152,Nash 58 Farm,5,36.0472,-78.0308,Solar,2013,Nash 58 Farm LLC,NA,9.192,9.156,9.547,9.264,Nash,North Carolina
8153,Nash 64 Farm,5,35.9494,-78.0925,Solar,2014,Nash 64 Farm LLC,NA,2.49084,7.558,7.819,7.755,Nash,North Carolina
8154,Nash 97 Solar  LLC,5.2,35.8493,-78.2115,Solar,2016,Cypress Creek Renewables,NA,NA,NA,8.081,9.84,Wake,North Carolina
8155,Nashua Plant,2.4,42.7323,-71.5224,Waste,2009.333333,EPP Renewable Energy,5.247,5.126,3.366,11.001,13.772,Hillsborough,New Hampshire
8156,Nashville Farms  LLC,2,36.0344,-78.0106,Solar,2016,SRE Utility Solar 1  LLC,NA,NA,0.099,3.919,3.838,Nash,North Carolina
8157,Nassau Energy Corp,55,40.7264,-73.5892,Gas,1991,Nassau Energy Corp,364.662774,343.145261,325.645492,380.974295,338.715268,Nassau,New York
8158,National Raisin,2.9,36.6245,-119.6731,Solar,2015,National Raisin,NA,NA,NA,NA,NA,Fresno,California
8159,NaturEner Glacier Wind Energy 1,106.5,48.51,-112.1097,Wind,2008,NaturEner Glacier Wind Energy 1 LLC,284.76162,272.89746,260.62245,284.5656,287.367,Glacier,Montana
8160,NaturEner Glacier Wind Energy 2,103.5,48.5333,-112.1847,Wind,2009,NaturEner Glacier Wind Energy 2 LLC,276.18723,259.1919,258.02172,290.30463,286.219,Glacier,Montana
8161,NaturEner Rim Rock Energy,189,48.8203,-112.1033,Wind,2013,NaturEner Rim Rock Energy LLC,335.83968,562.31604,603.53568,652.90401,657.608,Glacier,Montana
8162,Naughton,832,41.7581,-110.5983,Coal,1968.230769,PacifiCorp,5533.894962,4958.588961,4899.320967,4871.838983,4740.719994,Lincoln,Wyoming
8163,Navajo,2409.3,36.9047,-111.3886,Coal,1975,Salt River Project,17131.76304,17297.07644,13572.75959,12058.58282,13781.21836,Coconino,Arizona
8164,Navajo Dam,30,36.8061,-107.6131,Hydro,1989,City of Farmington - (NM),42.067,60.678,48.088,104.481,79.225,San Juan,New Mexico
8165,Navajo Solar Power Generation Station 1 LLC,1.5,34.5511,-117.1911,Solar,2014,Sustainable Power Group  LLC,0,4.203,4.154,4.537,4.273,San Bernardino,California
8166,Naval Air Weapons Station China Lake,11.1,35.6877,-117.6814,Solar,2012,Solar Star California XV  LLC,23.899,29.091,28.053,29.424,28.476,Kern,California
